Name,Company,Registration No,Brand,Service,Region,Inspector,Phone,Image,Detail Link
"«Патша», «Тұмар»",«Аруана-2010» ЖШС,№ 000346,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ұн өндірісі және нан өнімдері,Қостанай облысы,Балахмет Алишер,+7 714 228 14 96 +7 714 228 15 84 +7 775 691 02 81,https://halaldamu.kz/storage/app/uploads/public/5f7/04a/85d/thumb_282_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/aruana-2010-zhshs
«KazBeef Processing»,«KazBeef Processing» ЖШС,№ 000345,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Қасапхана,Ақмола облысы,Муталов Науан,+7 701 511 04 05,https://halaldamu.kz/storage/app/uploads/public/632/416/136/thumb_4114_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/kazbeef-processing-zhshs
«Doner na Abaya»,«Сагынбеков» ЖК,№ 000344,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Астана қаласы,Дулат Қадырұлы,8 707 909 44 22,https://halaldamu.kz/storage/app/uploads/public/67b/2d5/e28/thumb_10813_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/zhaina-company-zhshs
"«Айран FRESH»,«Айран»,«Турецкий йогурт»",«Айран Фреш» ЖК,№ 000343,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Сүт өнімдері,Алматы қаласы,Терликбаев Омиржан,8 777 163 89 99,https://halaldamu.kz/storage/app/uploads/public/5f6/c3f/f9d/thumb_113_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/yz-company-zhk
«Фермаг»,ТОО «Фермаг»,№ 000341,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Астана қаласы,Дулат Қадырұлы,8 771 085 27 47,https://halaldamu.kz/storage/app/uploads/public/5f6/e18/2bc/thumb_156_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/fermag-zhshs
«Talhiz»,«ShakhFood» ЖШС,№ 000340,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Алматы қаласы,Терликбаев Омиржан,87015554980,https://halaldamu.kz/storage/app/uploads/public/64b/529/e38/thumb_6181_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/metihova-vf-zhk
«Tompaq food»,ИП «Меджанова»,№ 000339,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/sapaholding-zhshs
«8 Донер»,«Диана» ЖК,№ 000337,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Жамбыл облысы,Аблайхан Кәріпбаев,8 775 160 93 87,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/onion-zhshs
«SEKER»,«Гульнур» ЖК,№ 000336,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,8 701 111 13 14,https://halaldamu.kz/storage/app/uploads/public/649/f9b/34c/thumb_6074_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/rizaeva-db-zhk
«Аманат Ет»,«Юнус-Эмре» ЖК,№ 000335,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Шымкент қаласы,Сарыбаев Қазбек,8 778 568 26 44,https://halaldamu.kz/storage/app/uploads/public/675/6b7/e94/thumb_10200_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/zhalburov-n-zhk
«Makı Makı»,«Eldos.kz» ЖШС,№ 000334,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,8 701 433 44 44,https://halaldamu.kz/storage/app/uploads/public/68f/864/ac0/thumb_13089_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/qorzhyn-shq
«Deutsch Standard»,«Deutsch Standard» ЖШС,№ 000333,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Алматы қаласы,Терликбаев Омиржан,+7 705 550 00 20,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/deutsch-standard-zhshs
«Pate»,«Pate Group» ЖШС,№ 000332,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Астана қаласы,Дулат Қадырұлы,8 775 826 39 26 / 8 778 710 85 55,https://halaldamu.kz/storage/app/uploads/public/67f/3c5/af0/thumb_11329_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/zejnegabidenova-ku-zhk
«CTR Chicken»,«CTR Chicken» ЖШС,№ 000331,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Астана қаласы,Дулат Қадырұлы,,https://halaldamu.kz/storage/app/uploads/public/661/390/10b/thumb_8121_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/krivita-zhk
«DJAMA Halal fusion»,«Caspian Support Service» ЖШС,№ 000330,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Атырау облысы,Амангелдиев Ақылбек,8701 974 54 13,https://halaldamu.kz/storage/app/uploads/public/651/b7f/188/thumb_6658_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/tuman-shah-zhshs
"«Рута», «Стаби»",ТОО «Дэми»,№ 000329,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Алматы қаласы,Терликбаев Омиржан,8 701 749 80 96,https://halaldamu.kz/storage/app/uploads/public/5f6/f1b/3d5/thumb_247_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/demi-zhshs
«Дәмдішки»,ИП «Golden Nuts»,№ 000328,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Астана қаласы,Дулат Қадырұлы,+7 707 536 38 77,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ismailov-tyu-zhk
«Васkerрай»,ТОО «FoodMall (ФудМолл)»,№ 000327,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ұн өндірісі және нан өнімдері,Шымкент қаласы,Сарыбаев Қазбек,8 707 121 80 91,https://halaldamu.kz/storage/app/uploads/public/645/b8c/08c/thumb_5697_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/karabaev-zh-zhk
"«Жайық құс», «al-Aziza»",«Жайық ет» ЖШС,№ 000325,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,БҚО,Асылбеков Асхат,8 747 114 51 64 / 8701 797 61 11,https://halaldamu.kz/storage/app/uploads/public/5f7/1b6/39b/thumb_643_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/zhajyq-et-zhshs
«Molen»,«Рудхимпрод-LTD» ЖШС,№ 000323,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Қостанай облысы,Балахмет Алишер,8 701 288 22 90,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/too-myasolyub-trejd
«CTR Chicken»,«Makfry» ЖШС,№ 000322,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Астана қаласы,Дулат Қадырұлы,,https://halaldamu.kz/storage/app/uploads/public/661/38f/17e/thumb_8119_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/muratqali-zhk
«Атамекен» «Timur» «Sar Arka»,ТОО «Мясной дар»,№ 000321,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Қостанай облысы,Балахмет Алишер,+7 705 669 99 91,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/zejnalov-ii-zhk
«Янтарное»,ИП «Ирвема»,№ 000320,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Май өндірісі,Павлодар облысы,Темірғалиев Серік,8 701 530 31 59,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/aj-group-company-zhshs
«Бешбармақ»,«БЕЙСОВА ГУЛШАРА ТЛЕКТЕСОВНА» ЖК,№ 000319,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Ақтөбе облысы,Алмат Амангелдіұлы,+7 707 588 89 90,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ip-eleven-studio
–,«ОТЕГЕНОВА АЖАР ОТЕГЕНКЫЗЫ» ЖК,№ 000318,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Ақтөбе облысы,Алмат Амангелдіұлы,87071883973,https://halaldamu.kz/storage/app/uploads/public/665/41a/1ac/thumb_8435_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/ip-sadu-group
«Halil usta»,«Халил-Уста» ЖШС,№ 000317,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Атырау облысы,Амангелдиев Ақылбек,+7 778 103 21 21,https://halaldamu.kz/storage/app/uploads/public/601/fe1/c84/thumb_1620_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/halil-usta-zhshs
«BROILEMIR»,ТОО«Azal Global Logistics»,№ 000316,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,Шымкент қаласы,Сарыбаев Қазбек,8 705 555 54 46,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/adal-group-zhk
«BARAKA»,«SAUDA TRADE LTD» ЖШС,№ 000313,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Профилактика,Астана қаласы,Дулат Қадырұлы,8 701 678 10 01,https://halaldamu.kz/storage/app/uploads/public/686/f56/948/thumb_12072_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/asad-zhk
«MARY»,«GastroHill» ЖШС,№ 000312,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8701 517 8631,https://halaldamu.kz/storage/app/uploads/public/676/cee/159/thumb_10362_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/villa-group-zhshs
Good star,«Холдинг Азия» ЖШС,№ 000311,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Алматы қаласы,Терликбаев Омиржан,+7 701 529 01 03,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/holding-aziya-zhshs
«Bravo» «Baron»,«Bakery Master» ЖШС,№ 000310,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,+7 707 526 02 83,https://halaldamu.kz/storage/app/uploads/public/5f7/09c/009/thumb_299_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/bakery-master-zhshs
Курочка ряба,«Capital project LTD» ЖШС,№ 000309,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,Ақмола облысы,Дулат Қадырұлы,+7 (717) 255 2849,https://halaldamu.kz/storage/app/uploads/public/5f6/dd5/64c/thumb_133_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/capital-project-ltd-zhshs
«Белес»,AO «Комбинат Хлебопродуктов «Ақ қайнар»,№ 000308,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ұн өндірісі және нан өнімдері,БҚО,Асылбеков Асхат,8778 465 82 60,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/vysshij-sort-zhshs
«QONAQ KA’DE»,«QONAQ KADE» ЖК,№ 000306,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ","Топпинг, джем, езбе, шәрбат, тосап өндірісі",Жетісу облысы,Ордыбай Мұхаммед,8 777 342 99 94,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/abdrahmanov-rk-zhk
«БӘЙТЕРЕК АГРО»,«БӘЙТЕРЕК АГРО» АШӨК,№ 000304,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Қасапхана,Шымкент қаласы,Сарыбаев Қазбек,8 701 160 87 32,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/bajterek-agro-aok
–,«Нургужинов» ЖК,№ 000303,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,СҚО,Аманжолов Мақсат,+7 777 495 57 66,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/gourmet-zhk
Crafers,OOO «Crafers»,№ 000302,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Өзбекстан Республикасы,Сарыбаев Қазбек,+99 897 708 60 05,https://halaldamu.kz/storage/app/uploads/public/5f6/dca/777/thumb_122_278_202_0_0_auto.webp,https://halaldamu.kz/kk/m/ooo-craffers
«Traveler's coffee»,«Шаламбаева» ЖК,№ 000301,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Атырау облысы,Амангелдиев Ақылбек,8 702 603 33 20 / 87788578402,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/togaeva-m-zhk
«TASSAY ET»,«АГЗАМОВ» ЖК,№ 000300,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Шымкент қаласы,Сарыбаев Қазбек,8 702 548 96 49,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/agzamov-kb-zhk
"«Grizzly», «Slang», «HROOM», «IZI CORN»",ТОО «Chips production»,№ 000299,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ","Снэк (чипсы, кириешки т.б) өндірісі",Алматы облысы,Жұмабеков Жанәбіл,87056556461,https://halaldamu.kz/storage/app/uploads/public/5f7/0c8/028/thumb_314_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/chips-production-zhshs
«Mello»,ТОО «UCJ Kazakhstan»,№ 000298,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Залалсыздандырушы және жуғыш заттар,Алматы қаласы,Терликбаев Омиржан,+7 776 235 04 37,https://halaldamu.kz/storage/app/uploads/public/68f/5c0/16d/thumb_12948_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sary-bulaq-zhshs-kompaniyasy
«Mr.Сырник»,ИП «Пивнев»,№ 000296,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,8 707 106 22 28 / 8 701 148 11 22,https://halaldamu.kz/storage/app/uploads/public/675/6b2/723/thumb_10193_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/chaushev-zhk
«Шымкент құс»,«Шымкент құс» ЖШС,№ 000295,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,Шымкент қаласы,Сарыбаев Қазбек,8 (7252) 54-70-75,https://halaldamu.kz/storage/app/uploads/public/5f6/e05/62d/thumb_135_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/shymkent-qus-zhshs
«Al’zara»,«Dream-1986» ЖШС,№ 000294,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8 701 531 57 18 / 8 707 210 04 63,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/adal-almaty-zhshs
«Zam-Zam»,«Төртеу түгел болса» ЖШС,№ 000293,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8 701 778 36 81,https://halaldamu.kz/storage/app/uploads/public/68f/233/e78/thumb_12899_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/kadyl-n-kh
«Папаха Resto»,«Халикова С.К» ЖШС,№ 000292,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,,https://halaldamu.kz/storage/app/uploads/public/674/05b/8c5/thumb_9995_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ken-zhk
«Qaz plov»,«Qaz plov» ЖК,№ 000291,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8 705 700 6924 8 777 410 1563,https://halaldamu.kz/storage/app/uploads/public/68f/234/343/thumb_12900_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/al-baraka-zhk
«Айсберг»,ТОО «Айсберг»,№ 000290,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Балмұздақ өндірісі,Қарағанды,Амангелді Асқаров,87212511992,https://halaldamu.kz/storage/app/uploads/public/645/e29/c9b/thumb_5714_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ramada-zhk
«Ас тарту»,«Бақ Жол» ЖК,№ 000289,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,8 702 869 55 05,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/siks-inch-kazahstan-zhshs-b2-brands-zhk
«Сыбаға»,«Батырбек» ЖК,№ 000288,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Жезқазған қаласы,Дархан Бейсенбаев,,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/maki-maki-zhk
–,«Тараз Кус» ЖК,№ 000286,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,Жамбыл облысы,Аблайхан Кәріпбаев,87775789801,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/pahyruly-zhk
